,Age,Role Models,Competitiveness,Access compared to Male counterparts,Role Model category,Competitiveness category,Access Category,Participation rate
0,60,2,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
1,15,4,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
2,26,4,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
3,47,1,Competitive,50% to 75%,Current rate,Current rate,Optimum rate,Current rate
4,63,6,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
5,34,6,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
6,53,1,Competitive,76% to 99%,Current rate,Current rate,Optimum rate,Current rate
7,42,1,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
8,5,1,Equally Competitive & Non-Competitive,50% to 75%,Current rate,Expected rate,Optimum rate,Expected rate
9,39,9,Non-Competitive,50% to 75%,Optimum rate,Optimum rate,Optimum rate,Optimum rate
10,39,3,Equally Competitive & Non-Competitive,50% to 75%,Expected rate,Expected rate,Optimum rate,Expected rate
11,61,5,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
12,65,1,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
13,60,4,Equally Competitive & Non-Competitive,Equal,Expected rate,Expected rate,Optimum rate,Expected rate
14,48,4,Non-Competitive,<50%,Expected rate,Optimum rate,Current rate,Expected rate
15,29,2,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
16,4,3,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
17,21,2,Equally Competitive & Non-Competitive,50% to 75%,Expected rate,Expected rate,Optimum rate,Expected rate
18,39,1,Competitive,50% to 75%,Current rate,Current rate,Optimum rate,Current rate
19,5,3,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
20,17,5,Equally Competitive & Non-Competitive,50% to 75%,Expected rate,Expected rate,Optimum rate,Expected rate
21,15,2,Equally Competitive & Non-Competitive,50% to 75%,Expected rate,Expected rate,Optimum rate,Expected rate
22,36,1,Non-Competitive,<50%,Current rate,Optimum rate,Current rate,Current rate
23,5,4,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
24,37,2,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
25,52,6,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
26,64,8,Competitive,<50%,Optimum rate,Current rate,Current rate,Current rate
27,36,2,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
28,51,7,Competitive,<50%,Optimum rate,Current rate,Current rate,Current rate
29,4,3,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
30,37,4,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
31,56,2,Equally Competitive & Non-Competitive,76% to 99%,Expected rate,Expected rate,Optimum rate,Expected rate
32,37,3,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
33,10,1,Equally Competitive & Non-Competitive,<50%,Current rate,Expected rate,Current rate,Current rate
34,47,2,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
35,60,4,Competitive,Equal,Expected rate,Current rate,Optimum rate,Expected rate
36,63,2,Equally Competitive & Non-Competitive,50% to 75%,Expected rate,Expected rate,Optimum rate,Expected rate
37,36,2,Equally Competitive & Non-Competitive,50% to 75%,Expected rate,Expected rate,Optimum rate,Expected rate
38,50,0,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
39,42,1,Equally Competitive & Non-Competitive,<50%,Current rate,Expected rate,Current rate,Current rate
40,64,2,Competitive,Equal,Expected rate,Current rate,Optimum rate,Expected rate
