,Age,Role Models,Competitiveness,Access compared to Male counterparts,Role Model category,Competitiveness category,Access Category,Participation rate
0,25,4,Equal Competitive & Non-Competitive,<50%,Medium,Medium,Low,Low
1,11,2,Non-Competitive,50% to 100%,Medium,High,Medium,Medium
2,43,5,Competitive,<50%,Medium,Low,Low,Low
3,55,6,Competitive,<50%,Medium,Low,Low,Low
4,35,3,Equal Competitive & Non-Competitive,<50%,Medium,Medium,Low,Low
5,49,1,Competitive,<50%,Low,Low,Low,Low
6,54,6,Competitive,50% to 100%,Medium,Low,Medium,Low
7,33,4,Non-Competitive,<50%,Medium,High,Low,Low
8,8,1,Competitive,<50%,Low,Low,Low,Low
9,28,0,Competitive,<50%,Low,Low,Low,Low
10,38,2,Competitive,Equal,Medium,Low,High,Low
11,55,1,Non-Competitive,50% to 100%,Low,High,Medium,Low
12,65,5,Equal Competitive & Non-Competitive,<50%,Medium,Medium,Low,Low
13,21,6,Competitive,<50%,Medium,Low,Low,Low
14,18,1,Competitive,Equal,Low,Low,High,Low
15,9,8,Competitive,50% to 100%,High,Low,Medium,Low
16,4,3,Competitive,<50%,Medium,Low,Low,Low
17,40,1,Competitive,<50%,Low,Low,Low,Low
18,9,6,Competitive,Equal,Medium,Low,High,Low
19,65,9,Competitive,<50%,High,Low,Low,Low
20,31,9,Competitive,<50%,High,Low,Low,Low
21,55,6,Competitive,<50%,Medium,Low,Low,Low
22,36,0,Non-Competitive,<50%,Low,High,Low,Low
23,10,9,Competitive,<50%,High,Low,Low,Low
24,18,5,Equal Competitive & Non-Competitive,<50%,Medium,Medium,Low,Low
25,65,1,Competitive,<50%,Low,Low,Low,Low
26,61,8,Competitive,<50%,High,Low,Low,Low
27,17,2,Competitive,<50%,Medium,Low,Low,Low
28,12,9,Competitive,<50%,High,Low,Low,Low
29,62,0,Equal Competitive & Non-Competitive,Equal,Low,Medium,High,Low
30,34,9,Competitive,<50%,High,Low,Low,Low
31,12,8,Competitive,<50%,High,Low,Low,Low
32,16,0,Competitive,50% to 100%,Low,Low,Medium,Low
33,16,8,Competitive,50% to 100%,High,Low,Medium,Low
34,58,9,Competitive,<50%,High,Low,Low,Low
35,56,5,Competitive,50% to 100%,Medium,Low,Medium,Low
36,52,4,Competitive,50% to 100%,Medium,Low,Medium,Low
37,15,0,Competitive,<50%,Low,Low,Low,Low
38,60,2,Equal Competitive & Non-Competitive,<50%,Medium,Medium,Low,Low
39,23,8,Competitive,<50%,High,Low,Low,Low
40,23,3,Competitive,<50%,Medium,Low,Low,Low
41,65,6,Competitive,<50%,Medium,Low,Low,Low
42,39,0,Equal Competitive & Non-Competitive,Equal,Low,Medium,High,Low
