,Age,Role Models,Competitiveness,Access compared to Male counterparts,Role Model category,Competitiveness category,Access Category,Participation rate
0,22,2,Equal Competitive & Non-Competitive,<50%,Medium,Medium,Low,Medium
1,44,4,Competitive,<50%,Medium,Low,Low,Low
2,32,1,Competitive,<50%,Low,Low,Low,Low
3,55,8,Competitive,50% to 100%,High,Low,Medium,Medium
4,12,1,Competitive,<50%,Low,Low,Low,Low
5,39,3,Competitive,<50%,Medium,Low,Low,Low
6,60,2,Competitive,<50%,Medium,Low,Low,Low
7,5,1,Equal Competitive & Non-Competitive,50% to 100%,Low,Medium,Medium,Medium
8,26,9,Competitive,<50%,High,Low,Low,Low
9,41,0,Competitive,<50%,Low,Low,Low,Low
10,37,0,Non-Competitive,<50%,Low,High,Low,Low
11,30,0,Non-Competitive,<50%,Low,High,Low,Low
12,41,0,Competitive,<50%,Low,Low,Low,Low
13,50,1,Competitive,<50%,Low,Low,Low,Low
14,41,1,Equal Competitive & Non-Competitive,<50%,Low,Medium,Low,Low
15,34,3,Equal Competitive & Non-Competitive,Equal,Medium,Medium,High,Medium
16,30,6,Competitive,<50%,Medium,Low,Low,Low
17,25,1,Non-Competitive,<50%,Low,High,Low,Low
18,59,6,Competitive,50% to 100%,Medium,Low,Medium,Medium
19,19,1,Equal Competitive & Non-Competitive,<50%,Low,Medium,Low,Low
20,17,0,Equal Competitive & Non-Competitive,<50%,Low,Medium,Low,Low
21,37,0,Competitive,50% to 100%,Low,Low,Medium,Low
22,64,6,Equal Competitive & Non-Competitive,50% to 100%,Medium,Medium,Medium,Medium
23,59,4,Competitive,50% to 100%,Medium,Low,Medium,Medium
24,52,1,Competitive,50% to 100%,Low,Low,Medium,Low
25,7,2,Equal Competitive & Non-Competitive,50% to 100%,Medium,Medium,Medium,Medium
26,51,1,Competitive,<50%,Low,Low,Low,Low
27,31,2,Competitive,50% to 100%,Medium,Low,Medium,Medium
28,50,5,Competitive,50% to 100%,Medium,Low,Medium,Medium
29,11,6,Equal Competitive & Non-Competitive,<50%,Medium,Medium,Low,Medium
30,39,0,Equal Competitive & Non-Competitive,<50%,Low,Medium,Low,Low
31,24,1,Equal Competitive & Non-Competitive,<50%,Low,Medium,Low,Low
32,44,2,Non-Competitive,50% to 100%,Medium,High,Medium,Medium
33,19,1,Competitive,<50%,Low,Low,Low,Low
34,62,2,Equal Competitive & Non-Competitive,<50%,Medium,Medium,Low,Medium
35,38,0,Competitive,<50%,Low,Low,Low,Low
36,42,1,Competitive,Equal,Low,Low,High,Low
37,65,2,Competitive,<50%,Medium,Low,Low,Low
38,65,0,Competitive,50% to 100%,Low,Low,Medium,Low
39,10,0,Non-Competitive,<50%,Low,High,Low,Low
40,16,6,Competitive,<50%,Medium,Low,Low,Low
41,58,9,Competitive,<50%,High,Low,Low,Low
42,29,1,Competitive,<50%,Low,Low,Low,Low
43,52,0,Competitive,<50%,Low,Low,Low,Low
44,47,2,Competitive,<50%,Medium,Low,Low,Low
45,35,2,Competitive,<50%,Medium,Low,Low,Low
46,45,6,Competitive,<50%,Medium,Low,Low,Low
47,12,2,Competitive,<50%,Medium,Low,Low,Low
48,6,3,Non-Competitive,<50%,Medium,High,Low,Medium
49,56,4,Competitive,<50%,Medium,Low,Low,Low
50,16,3,Competitive,<50%,Medium,Low,Low,Low
51,63,3,Equal Competitive & Non-Competitive,<50%,Medium,Medium,Low,Medium
52,60,0,Equal Competitive & Non-Competitive,Equal,Low,Medium,High,Medium
53,11,2,Competitive,<50%,Medium,Low,Low,Low
54,26,0,Non-Competitive,<50%,Low,High,Low,Low
55,38,7,Competitive,<50%,High,Low,Low,Low
56,45,0,Competitive,<50%,Low,Low,Low,Low
57,40,2,Competitive,<50%,Medium,Low,Low,Low
58,30,2,Competitive,<50%,Medium,Low,Low,Low
59,30,3,Equal Competitive & Non-Competitive,<50%,Medium,Medium,Low,Medium
60,30,2,Equal Competitive & Non-Competitive,50% to 100%,Medium,Medium,Medium,Medium
61,34,1,Equal Competitive & Non-Competitive,<50%,Low,Medium,Low,Low
62,41,0,Competitive,<50%,Low,Low,Low,Low
63,16,5,Competitive,<50%,Medium,Low,Low,Low
64,43,1,Competitive,50% to 100%,Low,Low,Medium,Low
65,22,0,Competitive,<50%,Low,Low,Low,Low
66,55,1,Competitive,<50%,Low,Low,Low,Low
67,9,8,Competitive,50% to 100%,High,Low,Medium,Medium
68,40,2,Equal Competitive & Non-Competitive,50% to 100%,Medium,Medium,Medium,Medium
69,39,8,Equal Competitive & Non-Competitive,50% to 100%,High,Medium,Medium,Medium
70,33,1,Equal Competitive & Non-Competitive,<50%,Low,Medium,Low,Low
71,55,1,Competitive,50% to 100%,Low,Low,Medium,Low
72,30,1,Equal Competitive & Non-Competitive,<50%,Low,Medium,Low,Low
