,Age,Role Models,Competitiveness,Access compared to Male counterparts,Role Model category,Competitiveness category,Access Category,Participation rate
0,19,6,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
1,9,1,Competitive,Equal,Current rate,Current rate,Optimum rate,Current rate
2,29,2,Equally Competitive & Non-Competitive,50% to 100%,Expected rate,Expected rate,Expected rate,Expected rate
3,25,2,Equally Competitive & Non-Competitive,50% to 100%,Expected rate,Expected rate,Expected rate,Expected rate
4,19,4,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
5,10,4,Non-Competitive,50% to 100%,Expected rate,Optimum rate,Expected rate,Expected rate
6,58,4,Competitive,50% to 100%,Expected rate,Current rate,Expected rate,Expected rate
7,51,3,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
8,30,9,Competitive,50% to 100%,Optimum rate,Current rate,Expected rate,Expected rate
9,27,3,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
10,40,2,Non-Competitive,<50%,Expected rate,Optimum rate,Current rate,Expected rate
11,55,1,Equally Competitive & Non-Competitive,50% to 100%,Current rate,Expected rate,Expected rate,Expected rate
12,6,3,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
13,52,2,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
14,9,2,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
15,29,6,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
16,57,5,Competitive,50% to 100%,Expected rate,Current rate,Expected rate,Expected rate
17,11,4,Equally Competitive & Non-Competitive,50% to 100%,Expected rate,Expected rate,Expected rate,Expected rate
18,15,6,Non-Competitive,50% to 100%,Expected rate,Optimum rate,Expected rate,Expected rate
19,7,7,Competitive,50% to 100%,Optimum rate,Current rate,Expected rate,Expected rate
20,13,4,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
21,61,4,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
22,15,4,Competitive,50% to 100%,Expected rate,Current rate,Expected rate,Expected rate
23,4,2,Competitive,50% to 100%,Expected rate,Current rate,Expected rate,Expected rate
24,33,3,Competitive,50% to 100%,Expected rate,Current rate,Expected rate,Expected rate
25,8,5,Non-Competitive,Equal,Expected rate,Optimum rate,Optimum rate,Optimum rate
26,21,4,Competitive,Equal,Expected rate,Current rate,Optimum rate,Expected rate
27,56,1,Equally Competitive & Non-Competitive,50% to 100%,Current rate,Expected rate,Expected rate,Expected rate
28,30,0,Equally Competitive & Non-Competitive,<50%,Current rate,Expected rate,Current rate,Current rate
29,37,4,Competitive,50% to 100%,Expected rate,Current rate,Expected rate,Expected rate
30,45,2,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
31,25,1,Equally Competitive & Non-Competitive,50% to 100%,Current rate,Expected rate,Expected rate,Expected rate
32,56,2,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
33,10,3,Equally Competitive & Non-Competitive,50% to 100%,Expected rate,Expected rate,Expected rate,Expected rate
34,12,6,Competitive,50% to 100%,Expected rate,Current rate,Expected rate,Expected rate
35,54,1,Non-Competitive,50% to 100%,Current rate,Optimum rate,Expected rate,Expected rate
36,58,2,Competitive,50% to 100%,Expected rate,Current rate,Expected rate,Expected rate
37,31,3,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
38,30,1,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
39,8,7,Non-Competitive,<50%,Optimum rate,Optimum rate,Current rate,Optimum rate
40,53,1,Equally Competitive & Non-Competitive,<50%,Current rate,Expected rate,Current rate,Current rate
41,40,3,Competitive,50% to 100%,Expected rate,Current rate,Expected rate,Expected rate
42,41,0,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
43,48,5,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
44,27,3,Competitive,50% to 100%,Expected rate,Current rate,Expected rate,Expected rate
45,33,6,Competitive,50% to 100%,Expected rate,Current rate,Expected rate,Expected rate
46,14,2,Competitive,50% to 100%,Expected rate,Current rate,Expected rate,Expected rate
47,50,3,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
48,20,1,Equally Competitive & Non-Competitive,<50%,Current rate,Expected rate,Current rate,Current rate
49,59,2,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
50,39,4,Competitive,50% to 100%,Expected rate,Current rate,Expected rate,Expected rate
51,52,1,Equally Competitive & Non-Competitive,<50%,Current rate,Expected rate,Current rate,Current rate
52,9,6,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
53,15,6,Competitive,50% to 100%,Expected rate,Current rate,Expected rate,Expected rate
54,58,0,Competitive,50% to 100%,Current rate,Current rate,Expected rate,Current rate
55,60,3,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
56,26,7,Equally Competitive & Non-Competitive,50% to 100%,Optimum rate,Expected rate,Expected rate,Expected rate
57,10,8,Non-Competitive,<50%,Optimum rate,Optimum rate,Current rate,Optimum rate
58,28,2,Competitive,Equal,Expected rate,Current rate,Optimum rate,Expected rate
59,50,2,Competitive,50% to 100%,Expected rate,Current rate,Expected rate,Expected rate
60,24,6,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
61,32,0,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
62,56,5,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
63,49,2,Competitive,50% to 100%,Expected rate,Current rate,Expected rate,Expected rate
64,59,3,Equally Competitive & Non-Competitive,Equal,Expected rate,Expected rate,Optimum rate,Expected rate
65,37,5,Equally Competitive & Non-Competitive,50% to 100%,Expected rate,Expected rate,Expected rate,Expected rate
