,Age,Role Models,Competitiveness,Access compared to Male counterparts,Role Model category,Competitiveness category,Access Category,Participation rate
0,50,7,Competitive,<50%,High,Low,Low,Low
1,15,7,Non-Competitive,50% to 100%,High,Medium,Medium,Medium
2,34,6,Non-Competitive,50% to 100%,Medium,Medium,Medium,Medium
3,45,3,Competitive,50% to 100%,Medium,Low,Medium,Low
4,8,3,Competitive,<50%,Medium,Low,Low,Low
5,43,3,Competitive,50% to 100%,Medium,Low,Medium,Low
6,41,1,Competitive,<50%,Low,Low,Low,Low
7,51,1,Competitive,<50%,Low,Low,Low,Low
8,29,1,Non-Competitive,50% to 100%,Low,Medium,Medium,Low
9,62,3,Competitive,<50%,Medium,Low,Low,Low
10,4,5,Competitive,50% to 100%,Medium,Low,Medium,Low
11,15,2,Non-Competitive,<50%,Medium,Medium,Low,Low
12,55,5,Non-Competitive,50% to 100%,Medium,Medium,Medium,Medium
13,32,2,Non-Competitive,<50%,Medium,Medium,Low,Low
14,17,7,Competitive,<50%,High,Low,Low,Low
15,10,3,Non-Competitive,<50%,Medium,Medium,Low,Low
16,5,7,Non-Competitive,<50%,High,Medium,Low,Low
17,48,1,Competitive,<50%,Low,Low,Low,Low
18,46,1,Non-Competitive,50% to 100%,Low,Medium,Medium,Low
19,52,3,Non-Competitive,50% to 100%,Medium,Medium,Medium,Medium
20,50,4,Non-Competitive,<50%,Medium,Medium,Low,Low
21,56,5,Competitive,50% to 100%,Medium,Low,Medium,Low
22,9,2,Competitive,50% to 100%,Medium,Low,Medium,Low
23,44,4,Competitive,<50%,Medium,Low,Low,Low
24,49,8,Non-Competitive,50% to 100%,High,Medium,Medium,Medium
25,63,3,Competitive,Equal,Medium,Low,High,Low
26,33,5,Non-Competitive,<50%,Medium,Medium,Low,Low
27,44,4,Competitive,<50%,Medium,Low,Low,Low
28,42,5,Non-Competitive,<50%,Medium,Medium,Low,Low
29,29,5,Non-Competitive,50% to 100%,Medium,Medium,Medium,Medium
30,11,3,Competitive,<50%,Medium,Low,Low,Low
31,5,6,Non-Competitive,<50%,Medium,Medium,Low,Low
32,39,8,Competitive,<50%,High,Low,Low,Low
33,5,6,Non-Competitive,<50%,Medium,Medium,Low,Low
34,21,7,Non-Competitive,50% to 100%,High,Medium,Medium,Medium
35,7,3,Competitive,50% to 100%,Medium,Low,Medium,Low
36,39,5,Competitive,50% to 100%,Medium,Low,Medium,Low
37,60,3,Non-Competitive,50% to 100%,Medium,Medium,Medium,Medium
38,30,4,Competitive,Equal,Medium,Low,High,Low
39,65,0,Non-Competitive,<50%,Low,Medium,Low,Low
40,54,8,Competitive,<50%,High,Low,Low,Low
41,47,5,Non-Competitive,Equal,Medium,Medium,High,Medium
42,46,1,Competitive,50% to 100%,Low,Low,Medium,Low
43,40,5,Non-Competitive,50% to 100%,Medium,Medium,Medium,Medium
44,13,1,Non-Competitive,<50%,Low,Medium,Low,Low
45,25,3,Non-Competitive,Equal,Medium,Medium,High,Medium
46,12,1,Competitive,<50%,Low,Low,Low,Low
47,54,5,Non-Competitive,<50%,Medium,Medium,Low,Low
48,41,4,Non-Competitive,<50%,Medium,Medium,Low,Low
49,37,0,Non-Competitive,<50%,Low,Medium,Low,Low
50,7,6,Competitive,<50%,Medium,Low,Low,Low
51,35,3,Non-Competitive,<50%,Medium,Medium,Low,Low
52,39,2,Non-Competitive,<50%,Medium,Medium,Low,Low
53,38,6,Competitive,50% to 100%,Medium,Low,Medium,Low
54,28,1,Competitive,50% to 100%,Low,Low,Medium,Low
55,41,1,Non-Competitive,50% to 100%,Low,Medium,Medium,Low
56,32,4,Competitive,<50%,Medium,Low,Low,Low
57,41,0,Non-Competitive,Equal,Low,Medium,High,Low
58,37,7,Non-Competitive,50% to 100%,High,Medium,Medium,Medium
59,46,1,Competitive,50% to 100%,Low,Low,Medium,Low
60,16,5,Non-Competitive,50% to 100%,Medium,Medium,Medium,Medium
61,44,8,Non-Competitive,50% to 100%,High,Medium,Medium,Medium
62,14,0,Non-Competitive,<50%,Low,Medium,Low,Low
63,51,0,Non-Competitive,<50%,Low,Medium,Low,Low
64,25,3,Non-Competitive,50% to 100%,Medium,Medium,Medium,Medium
65,34,6,Competitive,50% to 100%,Medium,Low,Medium,Low
66,31,5,Non-Competitive,50% to 100%,Medium,Medium,Medium,Medium
67,22,3,Non-Competitive,50% to 100%,Medium,Medium,Medium,Medium
68,4,9,Competitive,Equal,High,Low,High,Low
69,19,1,Competitive,<50%,Low,Low,Low,Low
70,9,8,Competitive,<50%,High,Low,Low,Low
71,65,9,Competitive,50% to 100%,High,Low,Medium,Low
72,62,3,Competitive,<50%,Medium,Low,Low,Low
73,60,2,Non-Competitive,50% to 100%,Medium,Medium,Medium,Medium
74,45,5,Non-Competitive,Equal,Medium,Medium,High,Medium
75,35,9,Non-Competitive,50% to 100%,High,Medium,Medium,Medium
76,25,3,Non-Competitive,50% to 100%,Medium,Medium,Medium,Medium
77,65,7,Non-Competitive,50% to 100%,High,Medium,Medium,Medium
78,43,3,Competitive,<50%,Medium,Low,Low,Low
79,14,3,Non-Competitive,<50%,Medium,Medium,Low,Low
80,29,2,Competitive,50% to 100%,Medium,Low,Medium,Low
81,51,6,Non-Competitive,<50%,Medium,Medium,Low,Low
82,60,3,Competitive,<50%,Medium,Low,Low,Low
83,58,2,Non-Competitive,<50%,Medium,Medium,Low,Low
84,20,6,Competitive,50% to 100%,Medium,Low,Medium,Low
85,22,9,Non-Competitive,50% to 100%,High,Medium,Medium,Medium
86,6,5,Non-Competitive,50% to 100%,Medium,Medium,Medium,Medium
87,46,4,Competitive,50% to 100%,Medium,Low,Medium,Low
88,4,5,Competitive,50% to 100%,Medium,Low,Medium,Low
89,27,5,Non-Competitive,50% to 100%,Medium,Medium,Medium,Medium
90,16,2,Non-Competitive,<50%,Medium,Medium,Low,Low
91,16,3,Non-Competitive,50% to 100%,Medium,Medium,Medium,Medium
92,34,3,Non-Competitive,Equal,Medium,Medium,High,Medium
93,13,6,Non-Competitive,Equal,Medium,Medium,High,Medium
94,35,8,Competitive,<50%,High,Low,Low,Low
95,37,7,Non-Competitive,<50%,High,Medium,Low,Low
96,62,0,Competitive,<50%,Low,Low,Low,Low
97,24,3,Competitive,50% to 100%,Medium,Low,Medium,Low
98,24,2,Non-Competitive,Equal,Medium,Medium,High,Medium
99,20,3,Non-Competitive,<50%,Medium,Medium,Low,Low
