,Age,Role Models,Competitiveness,Access compared to Male counterparts,Role Model category,Competitiveness category,Access Category,Participation rate
0,43,2,Non-Competitive,<50%,Medium,Medium,Low,Low
1,42,1,Competitive,50% to 100%,Low,Low,Medium,Low
2,9,5,Non-Competitive,50% to 100%,Medium,Medium,Medium,Medium
3,27,8,Non-Competitive,<50%,High,Medium,Low,Low
4,9,4,Competitive,<50%,Medium,Low,Low,Low
5,53,2,Non-Competitive,Equal,Medium,Medium,High,Medium
6,50,2,Competitive,50% to 100%,Medium,Low,Medium,Low
7,44,10,Non-Competitive,50% to 100%,High,Medium,Medium,Medium
8,16,2,Non-Competitive,<50%,Medium,Medium,Low,Low
9,35,7,Non-Competitive,50% to 100%,High,Medium,Medium,Medium
10,19,0,Competitive,<50%,Low,Low,Low,Low
11,59,7,Competitive,50% to 100%,High,Low,Medium,Low
12,18,2,Competitive,50% to 100%,Medium,Low,Medium,Low
13,19,10,Non-Competitive,<50%,High,Medium,Low,Low
14,26,2,Non-Competitive,<50%,Medium,Medium,Low,Low
15,58,5,Competitive,<50%,Medium,Low,Low,Low
16,12,7,Competitive,50% to 100%,High,Low,Medium,Low
17,25,1,Non-Competitive,<50%,Low,Medium,Low,Low
18,46,10,Competitive,<50%,High,Low,Low,Low
19,65,5,Competitive,<50%,Medium,Low,Low,Low
20,64,5,Non-Competitive,<50%,Medium,Medium,Low,Low
21,55,0,Non-Competitive,50% to 100%,Low,Medium,Medium,Low
22,11,0,Non-Competitive,50% to 100%,Low,Medium,Medium,Low
23,30,2,Competitive,50% to 100%,Medium,Low,Medium,Low
24,32,10,Competitive,50% to 100%,High,Low,Medium,Low
25,39,3,Non-Competitive,50% to 100%,Medium,Medium,Medium,Medium
26,41,0,Competitive,50% to 100%,Low,Low,Medium,Low
27,5,7,Non-Competitive,50% to 100%,High,Medium,Medium,Medium
28,44,9,Competitive,50% to 100%,High,Low,Medium,Low
29,19,5,Non-Competitive,50% to 100%,Medium,Medium,Medium,Medium
30,55,10,Competitive,50% to 100%,High,Low,Medium,Low
31,63,4,Non-Competitive,<50%,Medium,Medium,Low,Low
32,55,2,Non-Competitive,<50%,Medium,Medium,Low,Low
33,21,8,Non-Competitive,50% to 100%,High,Medium,Medium,Medium
34,34,2,Non-Competitive,50% to 100%,Medium,Medium,Medium,Medium
35,60,1,Non-Competitive,<50%,Low,Medium,Low,Low
36,38,3,Competitive,<50%,Medium,Low,Low,Low
37,25,4,Competitive,50% to 100%,Medium,Low,Medium,Low
38,63,6,Non-Competitive,<50%,Medium,Medium,Low,Low
39,22,7,Competitive,50% to 100%,High,Low,Medium,Low
40,40,8,Competitive,<50%,High,Low,Low,Low
41,19,9,Non-Competitive,<50%,High,Medium,Low,Low
42,29,7,Competitive,<50%,High,Low,Low,Low
43,16,4,Competitive,50% to 100%,Medium,Low,Medium,Low
44,44,8,Non-Competitive,<50%,High,Medium,Low,Low
45,12,10,Competitive,<50%,High,Low,Low,Low
46,63,4,Competitive,<50%,Medium,Low,Low,Low
47,51,5,Non-Competitive,<50%,Medium,Medium,Low,Low
48,28,5,Competitive,50% to 100%,Medium,Low,Medium,Low
49,12,4,Competitive,50% to 100%,Medium,Low,Medium,Low
50,21,10,Non-Competitive,50% to 100%,High,Medium,Medium,Medium
51,13,0,Non-Competitive,<50%,Low,Medium,Low,Low
52,13,4,Competitive,50% to 100%,Medium,Low,Medium,Low
53,18,9,Non-Competitive,<50%,High,Medium,Low,Low
54,24,5,Competitive,Equal,Medium,Low,High,Low
55,61,6,Non-Competitive,<50%,Medium,Medium,Low,Low
56,65,3,Competitive,50% to 100%,Medium,Low,Medium,Low
57,35,2,Non-Competitive,50% to 100%,Medium,Medium,Medium,Medium
58,56,1,Competitive,Equal,Low,Low,High,Low
59,41,6,Competitive,<50%,Medium,Low,Low,Low
60,49,5,Non-Competitive,<50%,Medium,Medium,Low,Low
61,16,4,Non-Competitive,<50%,Medium,Medium,Low,Low
62,17,10,Non-Competitive,Equal,High,Medium,High,High
63,44,1,Non-Competitive,<50%,Low,Medium,Low,Low
64,53,3,Competitive,<50%,Medium,Low,Low,Low
65,26,9,Competitive,50% to 100%,High,Low,Medium,Low
66,29,2,Competitive,<50%,Medium,Low,Low,Low
67,9,4,Competitive,<50%,Medium,Low,Low,Low
68,40,0,Competitive,50% to 100%,Low,Low,Medium,Low
69,62,9,Competitive,<50%,High,Low,Low,Low
70,14,3,Competitive,<50%,Medium,Low,Low,Low
71,51,0,Non-Competitive,<50%,Low,Medium,Low,Low
72,33,9,Competitive,50% to 100%,High,Low,Medium,Low
73,52,9,Competitive,50% to 100%,High,Low,Medium,Low
74,5,9,Competitive,50% to 100%,High,Low,Medium,Low
75,13,7,Non-Competitive,<50%,High,Medium,Low,Low
76,64,0,Competitive,50% to 100%,Low,Low,Medium,Low
77,47,9,Competitive,<50%,High,Low,Low,Low
78,50,9,Non-Competitive,<50%,High,Medium,Low,Low
79,49,3,Non-Competitive,50% to 100%,Medium,Medium,Medium,Medium
80,55,0,Non-Competitive,<50%,Low,Medium,Low,Low
81,31,6,Competitive,<50%,Medium,Low,Low,Low
82,33,3,Non-Competitive,<50%,Medium,Medium,Low,Low
83,57,6,Non-Competitive,50% to 100%,Medium,Medium,Medium,Medium
84,52,3,Non-Competitive,<50%,Medium,Medium,Low,Low
85,65,0,Non-Competitive,50% to 100%,Low,Medium,Medium,Low
86,7,7,Competitive,<50%,High,Low,Low,Low
87,57,9,Non-Competitive,<50%,High,Medium,Low,Low
88,28,2,Competitive,Equal,Medium,Low,High,Low
89,26,4,Competitive,50% to 100%,Medium,Low,Medium,Low
90,36,9,Competitive,50% to 100%,High,Low,Medium,Low
91,9,0,Non-Competitive,50% to 100%,Low,Medium,Medium,Low
92,63,0,Competitive,<50%,Low,Low,Low,Low
93,24,1,Non-Competitive,<50%,Low,Medium,Low,Low
94,57,9,Non-Competitive,50% to 100%,High,Medium,Medium,Medium
95,49,9,Non-Competitive,<50%,High,Medium,Low,Low
96,61,8,Competitive,Equal,High,Low,High,Low
97,30,0,Non-Competitive,Equal,Low,Medium,High,Low
98,48,8,Competitive,50% to 100%,High,Low,Medium,Low
99,4,1,Competitive,<50%,Low,Low,Low,Low
