,Age,Role Models,Competitiveness,Access compared to Male counterparts,Role Model category,Competitiveness category,Access Category,Participation rate
0,15,4,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
1,19,1,Equally Competitive & Non-Competitive,<50%,Current rate,Expected rate,Current rate,Current rate
2,14,0,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
3,15,6,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
4,14,3,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
5,12,1,Equally Competitive & Non-Competitive,<50%,Current rate,Expected rate,Current rate,Current rate
6,15,3,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
7,13,2,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
8,15,0,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
9,17,0,Equally Competitive & Non-Competitive,<50%,Current rate,Expected rate,Current rate,Current rate
10,13,3,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
11,10,4,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
12,14,3,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
13,10,2,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
14,18,2,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
15,19,1,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
16,16,6,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
17,10,2,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
18,16,1,Equally Competitive & Non-Competitive,76% to 99%,Current rate,Expected rate,Optimum rate,Expected rate
19,16,4,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
20,16,1,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
21,15,1,Non-Competitive,<50%,Current rate,Optimum rate,Current rate,Current rate
22,16,3,Non-Competitive,50% to 75%,Expected rate,Optimum rate,Optimum rate,Optimum rate
23,13,2,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
24,15,2,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
25,18,1,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
26,14,0,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
27,14,0,Equally Competitive & Non-Competitive,<50%,Current rate,Expected rate,Current rate,Current rate
28,17,0,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
29,15,2,Equally Competitive & Non-Competitive,50% to 75%,Expected rate,Expected rate,Optimum rate,Expected rate
30,19,1,Equally Competitive & Non-Competitive,<50%,Current rate,Expected rate,Current rate,Current rate
31,18,2,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
32,18,5,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
33,10,4,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
34,13,1,Non-Competitive,50% to 75%,Current rate,Optimum rate,Optimum rate,Optimum rate
35,14,3,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
36,12,5,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
37,11,0,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
38,19,1,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
39,15,1,Equally Competitive & Non-Competitive,<50%,Current rate,Expected rate,Current rate,Current rate
40,15,2,Non-Competitive,<50%,Expected rate,Optimum rate,Current rate,Expected rate
41,11,4,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
42,10,7,Equally Competitive & Non-Competitive,<50%,Optimum rate,Expected rate,Current rate,Expected rate
43,13,0,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
44,14,0,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
45,13,6,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
46,14,1,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
47,10,2,Competitive,76% to 99%,Expected rate,Current rate,Optimum rate,Expected rate
