,Age,Role Models,Competitiveness,Access compared to Male counterparts,Role Model category,Competitiveness category,Access Category,Participation rate
0,15,7,Non-Competitive,<50%,Optimum rate,Optimum rate,Current rate,Optimum rate
1,16,1,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
2,17,2,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
3,13,2,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
4,19,2,Competitive,76% to 99%,Expected rate,Current rate,Optimum rate,Expected rate
5,15,0,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
6,15,1,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
7,13,2,Equally Competitive & Non-Competitive,50% to 75%,Expected rate,Expected rate,Optimum rate,Expected rate
8,10,6,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
9,18,1,Equally Competitive & Non-Competitive,<50%,Current rate,Expected rate,Current rate,Current rate
10,12,0,Equally Competitive & Non-Competitive,<50%,Current rate,Expected rate,Current rate,Current rate
11,17,1,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
12,18,8,Competitive,<50%,Optimum rate,Current rate,Current rate,Current rate
13,12,1,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
14,15,1,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
15,17,5,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
16,16,2,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
17,15,1,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
18,17,1,Non-Competitive,<50%,Current rate,Optimum rate,Current rate,Current rate
19,15,6,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
20,19,0,Competitive,50% to 75%,Current rate,Current rate,Optimum rate,Current rate
21,10,0,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
22,12,0,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
23,12,4,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
24,15,2,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
25,17,1,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
26,11,1,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
27,14,2,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
28,10,6,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
29,16,3,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
30,14,0,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
31,10,4,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
32,18,4,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
33,17,1,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
34,18,2,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
35,11,2,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
36,11,3,Non-Competitive,<50%,Expected rate,Optimum rate,Current rate,Expected rate
37,17,1,Competitive,76% to 99%,Current rate,Current rate,Optimum rate,Current rate
38,14,3,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
39,10,2,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
40,16,1,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
41,13,0,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
42,11,0,Equally Competitive & Non-Competitive,<50%,Current rate,Expected rate,Current rate,Current rate
43,10,2,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
44,17,0,Equally Competitive & Non-Competitive,<50%,Current rate,Expected rate,Current rate,Current rate
45,15,0,Equally Competitive & Non-Competitive,<50%,Current rate,Expected rate,Current rate,Current rate
46,18,4,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
47,12,6,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
48,16,2,Competitive,76% to 99%,Expected rate,Current rate,Optimum rate,Expected rate
49,18,0,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
50,17,1,Equally Competitive & Non-Competitive,<50%,Current rate,Expected rate,Current rate,Current rate
51,14,1,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
52,10,3,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
53,15,0,Non-Competitive,50% to 75%,Current rate,Optimum rate,Optimum rate,Optimum rate
54,17,3,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
55,17,6,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
56,10,1,Competitive,50% to 75%,Current rate,Current rate,Optimum rate,Current rate
57,10,0,Non-Competitive,<50%,Current rate,Optimum rate,Current rate,Current rate
58,12,2,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
59,17,3,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
60,11,1,Equally Competitive & Non-Competitive,<50%,Current rate,Expected rate,Current rate,Current rate
61,10,1,Competitive,50% to 75%,Current rate,Current rate,Optimum rate,Current rate
62,13,0,Competitive,50% to 75%,Current rate,Current rate,Optimum rate,Current rate
63,19,2,Equally Competitive & Non-Competitive,76% to 99%,Expected rate,Expected rate,Optimum rate,Expected rate
64,14,4,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
65,14,0,Equally Competitive & Non-Competitive,<50%,Current rate,Expected rate,Current rate,Current rate
66,12,9,Competitive,<50%,Optimum rate,Current rate,Current rate,Current rate
67,10,1,Competitive,50% to 75%,Current rate,Current rate,Optimum rate,Current rate
68,11,0,Non-Competitive,<50%,Current rate,Optimum rate,Current rate,Current rate
69,17,1,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
70,19,1,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
71,15,1,Equally Competitive & Non-Competitive,<50%,Current rate,Expected rate,Current rate,Current rate
72,12,0,Equally Competitive & Non-Competitive,<50%,Current rate,Expected rate,Current rate,Current rate
73,15,6,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
74,15,3,Equally Competitive & Non-Competitive,50% to 75%,Expected rate,Expected rate,Optimum rate,Expected rate
75,18,0,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
76,19,1,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
77,12,3,Equally Competitive & Non-Competitive,50% to 75%,Expected rate,Expected rate,Optimum rate,Expected rate
78,19,1,Equally Competitive & Non-Competitive,<50%,Current rate,Expected rate,Current rate,Current rate
79,14,0,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
80,12,7,Competitive,50% to 75%,Optimum rate,Current rate,Optimum rate,Optimum rate
81,14,6,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
82,17,1,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
83,12,3,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
84,14,1,Competitive,50% to 75%,Current rate,Current rate,Optimum rate,Current rate
85,14,7,Competitive,<50%,Optimum rate,Current rate,Current rate,Current rate
86,14,0,Equally Competitive & Non-Competitive,<50%,Current rate,Expected rate,Current rate,Current rate
87,15,0,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
88,14,3,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
89,14,7,Non-Competitive,<50%,Optimum rate,Optimum rate,Current rate,Optimum rate
90,14,4,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
91,11,0,Equally Competitive & Non-Competitive,<50%,Current rate,Expected rate,Current rate,Current rate
92,15,1,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
93,14,0,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
94,18,5,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
95,19,0,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
96,10,1,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
97,15,1,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
98,19,2,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
99,18,0,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
