,Age,Role Models,Competitiveness,Access compared to Male counterparts,Role Model category,Competitiveness category,Access Category,Participation rate
0,4,1,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
1,35,2,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
2,5,2,Equally Competitive & Non-Competitive,50% to 75%,Expected rate,Expected rate,Optimum rate,Expected rate
3,42,7,Competitive,50% to 75%,Optimum rate,Current rate,Optimum rate,Optimum rate
4,55,4,Non-Competitive,<50%,Expected rate,Optimum rate,Current rate,Expected rate
5,46,7,Equally Competitive & Non-Competitive,50% to 75%,Optimum rate,Expected rate,Optimum rate,Optimum rate
6,47,6,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
7,22,6,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
8,43,1,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
9,59,1,Equally Competitive & Non-Competitive,76% to 99%,Current rate,Expected rate,Optimum rate,Expected rate
10,51,5,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
11,32,3,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
12,58,3,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
13,8,2,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
14,34,5,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
15,41,3,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
16,41,8,Competitive,50% to 75%,Optimum rate,Current rate,Optimum rate,Optimum rate
17,5,2,Non-Competitive,<50%,Expected rate,Optimum rate,Current rate,Expected rate
18,12,4,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
19,43,2,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
20,56,3,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
