,Age,Role Models,Competitiveness,Access compared to Male counterparts,Role Model category,Competitiveness category,Access Category,Participation rate
0,46,4,Competitive,50% to 100%,Medium,Low,Medium,Medium
1,20,1,Competitive,<50%,Low,Low,Low,Low
2,32,1,Competitive,<50%,Low,Low,Low,Low
3,29,4,Competitive,<50%,Medium,Low,Low,Low
4,51,8,Competitive,<50%,High,Low,Low,Low
5,61,3,Competitive,<50%,Medium,Low,Low,Low
6,27,7,Competitive,<50%,High,Low,Low,Low
7,40,3,Competitive,<50%,Medium,Low,Low,Low
8,46,1,Competitive,50% to 100%,Low,Low,Medium,Low
9,59,3,Competitive,<50%,Medium,Low,Low,Low
10,54,5,Equal Competitive & Non-Competitive,50% to 100%,Medium,Medium,Medium,Medium
11,4,2,Competitive,<50%,Medium,Low,Low,Low
12,40,1,Non-Competitive,50% to 100%,Low,High,Medium,Medium
13,40,4,Competitive,<50%,Medium,Low,Low,Low
14,62,2,Competitive,<50%,Medium,Low,Low,Low
15,30,3,Competitive,<50%,Medium,Low,Low,Low
16,4,1,Competitive,<50%,Low,Low,Low,Low
17,37,3,Competitive,<50%,Medium,Low,Low,Low
18,33,1,Equal Competitive & Non-Competitive,<50%,Low,Medium,Low,Low
19,31,8,Competitive,<50%,High,Low,Low,Low
20,42,7,Equal Competitive & Non-Competitive,<50%,High,Medium,Low,Medium
21,37,1,Competitive,<50%,Low,Low,Low,Low
22,16,4,Competitive,<50%,Medium,Low,Low,Low
23,18,3,Non-Competitive,<50%,Medium,High,Low,Medium
24,57,5,Non-Competitive,50% to 100%,Medium,High,Medium,Medium
25,19,4,Competitive,<50%,Medium,Low,Low,Low
26,45,3,Competitive,<50%,Medium,Low,Low,Low
27,36,0,Competitive,50% to 100%,Low,Low,Medium,Low
28,61,0,Competitive,<50%,Low,Low,Low,Low
29,63,4,Competitive,50% to 100%,Medium,Low,Medium,Medium
30,32,0,Non-Competitive,<50%,Low,High,Low,Low
31,11,4,Competitive,<50%,Medium,Low,Low,Low
32,37,0,Competitive,<50%,Low,Low,Low,Low
33,16,1,Equal Competitive & Non-Competitive,<50%,Low,Medium,Low,Low
34,46,1,Competitive,<50%,Low,Low,Low,Low
35,18,0,Competitive,50% to 100%,Low,Low,Medium,Low
36,38,1,Equal Competitive & Non-Competitive,<50%,Low,Medium,Low,Low
37,27,0,Competitive,<50%,Low,Low,Low,Low
38,23,0,Equal Competitive & Non-Competitive,<50%,Low,Medium,Low,Low
39,20,2,Equal Competitive & Non-Competitive,<50%,Medium,Medium,Low,Medium
40,41,9,Non-Competitive,<50%,High,High,Low,High
41,7,1,Competitive,<50%,Low,Low,Low,Low
42,30,0,Non-Competitive,Equal,Low,High,High,High
43,22,2,Competitive,<50%,Medium,Low,Low,Low
44,64,0,Equal Competitive & Non-Competitive,<50%,Low,Medium,Low,Low
45,61,0,Equal Competitive & Non-Competitive,<50%,Low,Medium,Low,Low
46,48,2,Competitive,<50%,Medium,Low,Low,Low
47,31,1,Competitive,50% to 100%,Low,Low,Medium,Low
48,28,0,Competitive,<50%,Low,Low,Low,Low
49,59,1,Competitive,<50%,Low,Low,Low,Low
50,45,1,Competitive,<50%,Low,Low,Low,Low
51,59,2,Equal Competitive & Non-Competitive,<50%,Medium,Medium,Low,Medium
52,29,0,Competitive,<50%,Low,Low,Low,Low
53,26,4,Non-Competitive,<50%,Medium,High,Low,Medium
54,40,0,Competitive,<50%,Low,Low,Low,Low
55,13,0,Competitive,<50%,Low,Low,Low,Low
56,49,6,Competitive,<50%,Medium,Low,Low,Low
57,49,4,Competitive,<50%,Medium,Low,Low,Low
58,8,6,Competitive,<50%,Medium,Low,Low,Low
59,9,1,Competitive,<50%,Low,Low,Low,Low
60,27,0,Equal Competitive & Non-Competitive,<50%,Low,Medium,Low,Low
61,10,5,Competitive,<50%,Medium,Low,Low,Low
62,60,2,Competitive,50% to 100%,Medium,Low,Medium,Medium
63,36,0,Competitive,<50%,Low,Low,Low,Low
64,37,1,Competitive,<50%,Low,Low,Low,Low
65,16,7,Competitive,<50%,High,Low,Low,Low
66,34,3,Competitive,50% to 100%,Medium,Low,Medium,Medium
67,42,2,Equal Competitive & Non-Competitive,50% to 100%,Medium,Medium,Medium,Medium
68,14,7,Non-Competitive,<50%,High,High,Low,High
69,64,0,Equal Competitive & Non-Competitive,<50%,Low,Medium,Low,Low
70,13,1,Competitive,50% to 100%,Low,Low,Medium,Low
71,62,1,Competitive,50% to 100%,Low,Low,Medium,Low
72,44,1,Competitive,<50%,Low,Low,Low,Low
73,55,1,Non-Competitive,<50%,Low,High,Low,Low
74,42,3,Competitive,<50%,Medium,Low,Low,Low
75,8,4,Equal Competitive & Non-Competitive,<50%,Medium,Medium,Low,Medium
76,23,1,Competitive,50% to 100%,Low,Low,Medium,Low
77,35,2,Competitive,50% to 100%,Medium,Low,Medium,Medium
78,18,1,Equal Competitive & Non-Competitive,<50%,Low,Medium,Low,Low
79,24,2,Competitive,<50%,Medium,Low,Low,Low
80,27,2,Competitive,<50%,Medium,Low,Low,Low
81,51,0,Competitive,50% to 100%,Low,Low,Medium,Low
82,28,3,Competitive,<50%,Medium,Low,Low,Low
83,55,5,Competitive,<50%,Medium,Low,Low,Low
84,18,1,Equal Competitive & Non-Competitive,<50%,Low,Medium,Low,Low
85,35,2,Competitive,<50%,Medium,Low,Low,Low
86,59,0,Equal Competitive & Non-Competitive,<50%,Low,Medium,Low,Low
87,27,2,Equal Competitive & Non-Competitive,<50%,Medium,Medium,Low,Medium
88,45,1,Competitive,<50%,Low,Low,Low,Low
89,26,5,Equal Competitive & Non-Competitive,<50%,Medium,Medium,Low,Medium
90,53,0,Competitive,<50%,Low,Low,Low,Low
91,53,2,Competitive,50% to 100%,Medium,Low,Medium,Medium
92,28,1,Competitive,50% to 100%,Low,Low,Medium,Low
93,16,1,Competitive,<50%,Low,Low,Low,Low
94,18,3,Competitive,<50%,Medium,Low,Low,Low
95,38,0,Competitive,<50%,Low,Low,Low,Low
96,32,1,Equal Competitive & Non-Competitive,50% to 100%,Low,Medium,Medium,Medium
97,50,1,Equal Competitive & Non-Competitive,<50%,Low,Medium,Low,Low
98,28,0,Competitive,<50%,Low,Low,Low,Low
99,32,2,Competitive,50% to 100%,Medium,Low,Medium,Medium
