,Age,Role Models,Competitiveness,Access compared to Male counterparts,Role Model category,Competitiveness category,Access Category,Participation rate
0,33,1,Non-Competitive,<50%,Current rate,Optimum rate,Current rate,Current rate
1,7,6,Equally Competitive & Non-Competitive,76% to 99%,Expected rate,Expected rate,Optimum rate,Expected rate
2,9,6,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
3,47,6,Equally Competitive & Non-Competitive,50% to 75%,Expected rate,Expected rate,Optimum rate,Expected rate
4,8,6,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
5,36,6,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
6,24,1,Equally Competitive & Non-Competitive,76% to 99%,Current rate,Expected rate,Optimum rate,Expected rate
7,23,4,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
8,35,4,Equally Competitive & Non-Competitive,50% to 75%,Expected rate,Expected rate,Optimum rate,Expected rate
9,14,7,Equally Competitive & Non-Competitive,Equal,Optimum rate,Expected rate,Optimum rate,Optimum rate
10,34,6,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
11,17,1,Competitive,76% to 99%,Current rate,Current rate,Optimum rate,Current rate
12,9,4,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
13,24,1,Non-Competitive,<50%,Current rate,Optimum rate,Current rate,Current rate
14,21,8,Equally Competitive & Non-Competitive,76% to 99%,Optimum rate,Expected rate,Optimum rate,Optimum rate
15,35,1,Non-Competitive,50% to 75%,Current rate,Optimum rate,Optimum rate,Optimum rate
16,27,5,Non-Competitive,Equal,Expected rate,Optimum rate,Optimum rate,Optimum rate
17,48,1,Equally Competitive & Non-Competitive,50% to 75%,Current rate,Expected rate,Optimum rate,Expected rate
18,23,1,Competitive,50% to 75%,Current rate,Current rate,Optimum rate,Current rate
19,22,3,Equally Competitive & Non-Competitive,50% to 75%,Expected rate,Expected rate,Optimum rate,Expected rate
20,45,2,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
21,14,2,Competitive,76% to 99%,Expected rate,Current rate,Optimum rate,Expected rate
22,21,2,Competitive,76% to 99%,Expected rate,Current rate,Optimum rate,Expected rate
23,22,1,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
24,26,4,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
25,14,1,Non-Competitive,<50%,Current rate,Optimum rate,Current rate,Current rate
26,42,2,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
27,5,2,Non-Competitive,<50%,Expected rate,Optimum rate,Current rate,Expected rate
28,48,2,Equally Competitive & Non-Competitive,76% to 99%,Expected rate,Expected rate,Optimum rate,Expected rate
29,5,3,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
30,30,2,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
31,60,5,Non-Competitive,<50%,Expected rate,Optimum rate,Current rate,Expected rate
32,34,4,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
33,27,3,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
34,52,4,Non-Competitive,50% to 75%,Expected rate,Optimum rate,Optimum rate,Optimum rate
35,8,1,Non-Competitive,<50%,Current rate,Optimum rate,Current rate,Current rate
36,15,2,Non-Competitive,<50%,Expected rate,Optimum rate,Current rate,Expected rate
37,31,2,Non-Competitive,50% to 75%,Expected rate,Optimum rate,Optimum rate,Optimum rate
38,36,4,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
39,42,5,Equally Competitive & Non-Competitive,50% to 75%,Expected rate,Expected rate,Optimum rate,Expected rate
40,58,2,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
41,27,6,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
42,16,3,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
43,65,1,Competitive,50% to 75%,Current rate,Current rate,Optimum rate,Current rate
44,38,8,Competitive,<50%,Optimum rate,Current rate,Current rate,Current rate
45,61,2,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
46,45,0,Competitive,Equal,Current rate,Current rate,Optimum rate,Current rate
47,29,2,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
48,51,4,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
