,Age,Role Models,Competitiveness,Access compared to Male counterparts,Role Model category,Competitiveness category,Access Category,Participation rate
0,11,2,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
1,11,1,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
2,12,0,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
3,18,4,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
4,16,1,Equally Competitive & Non-Competitive,<50%,Current rate,Expected rate,Current rate,Current rate
5,14,0,Competitive,50% to 75%,Current rate,Current rate,Optimum rate,Current rate
6,13,1,Competitive,50% to 75%,Current rate,Current rate,Optimum rate,Current rate
7,16,0,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
8,12,0,Equally Competitive & Non-Competitive,50% to 75%,Current rate,Expected rate,Optimum rate,Expected rate
9,19,5,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
10,18,0,Equally Competitive & Non-Competitive,<50%,Current rate,Expected rate,Current rate,Current rate
11,16,6,Non-Competitive,<50%,Expected rate,Optimum rate,Current rate,Expected rate
12,15,4,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
13,15,0,Equally Competitive & Non-Competitive,76% to 99%,Current rate,Expected rate,Optimum rate,Expected rate
14,13,1,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
15,19,1,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
16,14,4,Non-Competitive,<50%,Expected rate,Optimum rate,Current rate,Expected rate
17,19,4,Equally Competitive & Non-Competitive,76% to 99%,Expected rate,Expected rate,Optimum rate,Expected rate
18,14,3,Non-Competitive,<50%,Expected rate,Optimum rate,Current rate,Expected rate
19,16,1,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
20,11,0,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
21,17,1,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
22,14,5,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
23,17,4,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
24,12,4,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
25,16,0,Competitive,50% to 75%,Current rate,Current rate,Optimum rate,Current rate
26,10,7,Competitive,<50%,Optimum rate,Current rate,Current rate,Current rate
27,14,4,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
28,12,5,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
29,11,1,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
30,15,0,Non-Competitive,<50%,Current rate,Optimum rate,Current rate,Current rate
31,14,4,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
32,10,1,Equally Competitive & Non-Competitive,<50%,Current rate,Expected rate,Current rate,Current rate
33,14,1,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
34,14,0,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
35,16,2,Non-Competitive,<50%,Expected rate,Optimum rate,Current rate,Expected rate
36,14,0,Competitive,50% to 75%,Current rate,Current rate,Optimum rate,Current rate
37,18,1,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
38,12,1,Equally Competitive & Non-Competitive,<50%,Current rate,Expected rate,Current rate,Current rate
39,12,4,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
40,19,1,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
41,15,0,Non-Competitive,<50%,Current rate,Optimum rate,Current rate,Current rate
42,16,1,Equally Competitive & Non-Competitive,<50%,Current rate,Expected rate,Current rate,Current rate
43,19,6,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
44,19,4,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
45,17,2,Equally Competitive & Non-Competitive,76% to 99%,Expected rate,Expected rate,Optimum rate,Expected rate
46,13,8,Competitive,<50%,Optimum rate,Current rate,Current rate,Current rate
47,13,5,Competitive,76% to 99%,Expected rate,Current rate,Optimum rate,Expected rate
48,19,3,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
49,16,4,Equally Competitive & Non-Competitive,50% to 75%,Expected rate,Expected rate,Optimum rate,Expected rate
50,10,3,Non-Competitive,<50%,Expected rate,Optimum rate,Current rate,Expected rate
51,15,4,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
52,10,0,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
53,11,1,Equally Competitive & Non-Competitive,<50%,Current rate,Expected rate,Current rate,Current rate
54,18,3,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
55,10,1,Non-Competitive,50% to 75%,Current rate,Optimum rate,Optimum rate,Optimum rate
56,17,1,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
57,17,0,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
