,Age,Role Models,Competitiveness,Access compared to Male counterparts,Role Model category,Competitiveness category,Access Category,Participation rate
0,36,0,Competitive,<50%,Low,Low,Low,Low
1,46,4,Competitive,<50%,Medium,Low,Low,Low
2,38,1,Equal Competitive & Non-Competitive,<50%,Low,Medium,Low,Low
3,20,1,Competitive,<50%,Low,Low,Low,Low
4,12,1,Non-Competitive,<50%,Low,High,Low,Low
5,46,3,Competitive,50% to 100%,Medium,Low,Medium,Medium
6,60,5,Competitive,<50%,Medium,Low,Low,Low
7,24,2,Equal Competitive & Non-Competitive,<50%,Medium,Medium,Low,Medium
8,4,0,Competitive,<50%,Low,Low,Low,Low
9,30,0,Competitive,<50%,Low,Low,Low,Low
10,49,1,Competitive,<50%,Low,Low,Low,Low
11,33,2,Non-Competitive,<50%,Medium,High,Low,Medium
12,30,1,Competitive,<50%,Low,Low,Low,Low
13,28,1,Equal Competitive & Non-Competitive,<50%,Low,Medium,Low,Low
14,19,1,Equal Competitive & Non-Competitive,<50%,Low,Medium,Low,Low
15,57,1,Competitive,<50%,Low,Low,Low,Low
16,51,2,Competitive,50% to 100%,Medium,Low,Medium,Medium
17,13,4,Equal Competitive & Non-Competitive,50% to 100%,Medium,Medium,Medium,Medium
18,4,1,Equal Competitive & Non-Competitive,<50%,Low,Medium,Low,Low
19,36,0,Competitive,<50%,Low,Low,Low,Low
20,13,0,Equal Competitive & Non-Competitive,<50%,Low,Medium,Low,Low
21,55,1,Competitive,<50%,Low,Low,Low,Low
22,63,0,Competitive,<50%,Low,Low,Low,Low
23,34,0,Competitive,<50%,Low,Low,Low,Low
24,18,1,Equal Competitive & Non-Competitive,<50%,Low,Medium,Low,Low
25,5,0,Competitive,<50%,Low,Low,Low,Low
26,58,2,Competitive,<50%,Medium,Low,Low,Low
27,57,2,Non-Competitive,<50%,Medium,High,Low,Medium
28,29,2,Non-Competitive,<50%,Medium,High,Low,Medium
29,19,2,Competitive,<50%,Medium,Low,Low,Low
30,52,2,Non-Competitive,<50%,Medium,High,Low,Medium
31,58,1,Equal Competitive & Non-Competitive,50% to 100%,Low,Medium,Medium,Medium
32,28,2,Competitive,<50%,Medium,Low,Low,Low
33,10,2,Competitive,<50%,Medium,Low,Low,Low
34,6,0,Competitive,<50%,Low,Low,Low,Low
35,49,1,Competitive,<50%,Low,Low,Low,Low
36,25,1,Non-Competitive,<50%,Low,High,Low,Low
37,30,2,Equal Competitive & Non-Competitive,<50%,Medium,Medium,Low,Medium
38,32,1,Non-Competitive,<50%,Low,High,Low,Low
39,17,7,Competitive,<50%,High,Low,Low,Low
40,33,0,Competitive,<50%,Low,Low,Low,Low
41,28,0,Competitive,<50%,Low,Low,Low,Low
42,6,6,Competitive,<50%,Medium,Low,Low,Low
43,41,1,Competitive,<50%,Low,Low,Low,Low
44,31,0,Competitive,<50%,Low,Low,Low,Low
45,22,3,Competitive,<50%,Medium,Low,Low,Low
46,52,2,Equal Competitive & Non-Competitive,<50%,Medium,Medium,Low,Medium
47,39,0,Equal Competitive & Non-Competitive,<50%,Low,Medium,Low,Low
48,5,1,Competitive,<50%,Low,Low,Low,Low
49,25,6,Equal Competitive & Non-Competitive,<50%,Medium,Medium,Low,Medium
50,37,1,Equal Competitive & Non-Competitive,50% to 100%,Low,Medium,Medium,Medium
51,33,2,Equal Competitive & Non-Competitive,<50%,Medium,Medium,Low,Medium
52,44,0,Competitive,<50%,Low,Low,Low,Low
53,4,0,Competitive,<50%,Low,Low,Low,Low
54,44,4,Equal Competitive & Non-Competitive,<50%,Medium,Medium,Low,Medium
55,37,1,Competitive,<50%,Low,Low,Low,Low
56,22,1,Competitive,<50%,Low,Low,Low,Low
57,33,9,Competitive,<50%,High,Low,Low,Low
58,32,1,Competitive,<50%,Low,Low,Low,Low
59,45,1,Equal Competitive & Non-Competitive,<50%,Low,Medium,Low,Low
60,53,0,Competitive,<50%,Low,Low,Low,Low
61,20,0,Non-Competitive,50% to 100%,Low,High,Medium,Medium
62,46,0,Equal Competitive & Non-Competitive,Equal,Low,Medium,High,Medium
63,17,0,Equal Competitive & Non-Competitive,<50%,Low,Medium,Low,Low
64,5,2,Competitive,<50%,Medium,Low,Low,Low
65,56,0,Equal Competitive & Non-Competitive,<50%,Low,Medium,Low,Low
66,21,0,Equal Competitive & Non-Competitive,<50%,Low,Medium,Low,Low
67,52,0,Competitive,<50%,Low,Low,Low,Low
68,30,5,Competitive,<50%,Medium,Low,Low,Low
69,14,3,Competitive,<50%,Medium,Low,Low,Low
70,63,3,Competitive,<50%,Medium,Low,Low,Low
71,43,2,Competitive,<50%,Medium,Low,Low,Low
72,10,2,Non-Competitive,Equal,Medium,High,High,High
73,40,1,Competitive,<50%,Low,Low,Low,Low
74,17,0,Competitive,<50%,Low,Low,Low,Low
75,51,1,Competitive,<50%,Low,Low,Low,Low
76,40,3,Non-Competitive,<50%,Medium,High,Low,Medium
77,14,5,Competitive,<50%,Medium,Low,Low,Low
78,49,2,Competitive,<50%,Medium,Low,Low,Low
79,5,6,Competitive,<50%,Medium,Low,Low,Low
80,15,1,Competitive,<50%,Low,Low,Low,Low
81,55,1,Competitive,<50%,Low,Low,Low,Low
82,28,1,Competitive,<50%,Low,Low,Low,Low
83,42,2,Competitive,<50%,Medium,Low,Low,Low
84,58,1,Non-Competitive,<50%,Low,High,Low,Low
85,47,6,Competitive,<50%,Medium,Low,Low,Low
86,10,4,Competitive,<50%,Medium,Low,Low,Low
87,13,1,Competitive,<50%,Low,Low,Low,Low
88,47,4,Competitive,<50%,Medium,Low,Low,Low
89,25,3,Competitive,<50%,Medium,Low,Low,Low
90,62,2,Competitive,<50%,Medium,Low,Low,Low
91,9,2,Equal Competitive & Non-Competitive,<50%,Medium,Medium,Low,Medium
92,10,2,Non-Competitive,50% to 100%,Medium,High,Medium,Medium
93,55,1,Competitive,<50%,Low,Low,Low,Low
94,33,1,Equal Competitive & Non-Competitive,<50%,Low,Medium,Low,Low
95,64,1,Equal Competitive & Non-Competitive,<50%,Low,Medium,Low,Low
96,36,1,Competitive,<50%,Low,Low,Low,Low
97,13,0,Equal Competitive & Non-Competitive,50% to 100%,Low,Medium,Medium,Medium
98,24,2,Competitive,<50%,Medium,Low,Low,Low
99,64,0,Competitive,50% to 100%,Low,Low,Medium,Low
