,Age,Role Models,Competitiveness,Access compared to Male counterparts,Role Model category,Competitiveness category,Access Category,Participation rate
0,34,6,Equally Competitive & Non-Competitive,50% to 75%,Expected rate,Expected rate,Optimum rate,Expected rate
1,15,2,Non-Competitive,<50%,Expected rate,Optimum rate,Current rate,Expected rate
2,52,2,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
3,34,5,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
4,53,1,Competitive,50% to 75%,Current rate,Current rate,Optimum rate,Current rate
5,54,3,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
6,56,5,Non-Competitive,50% to 75%,Expected rate,Optimum rate,Optimum rate,Optimum rate
7,63,4,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
8,48,4,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
9,46,0,Competitive,50% to 75%,Current rate,Current rate,Optimum rate,Current rate
10,43,5,Equally Competitive & Non-Competitive,76% to 99%,Expected rate,Expected rate,Optimum rate,Expected rate
11,29,6,Competitive,76% to 99%,Expected rate,Current rate,Optimum rate,Expected rate
12,61,3,Equally Competitive & Non-Competitive,50% to 75%,Expected rate,Expected rate,Optimum rate,Expected rate
13,36,2,Equally Competitive & Non-Competitive,76% to 99%,Expected rate,Expected rate,Optimum rate,Expected rate
14,23,0,Equally Competitive & Non-Competitive,50% to 75%,Current rate,Expected rate,Optimum rate,Expected rate
15,16,1,Competitive,76% to 99%,Current rate,Current rate,Optimum rate,Current rate
16,7,3,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
17,10,6,Equally Competitive & Non-Competitive,76% to 99%,Expected rate,Expected rate,Optimum rate,Expected rate
18,15,2,Equally Competitive & Non-Competitive,76% to 99%,Expected rate,Expected rate,Optimum rate,Expected rate
19,11,2,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
20,21,6,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
21,30,0,Equally Competitive & Non-Competitive,50% to 75%,Current rate,Expected rate,Optimum rate,Expected rate
22,32,2,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
23,45,2,Competitive,76% to 99%,Expected rate,Current rate,Optimum rate,Expected rate
24,59,3,Equally Competitive & Non-Competitive,50% to 75%,Expected rate,Expected rate,Optimum rate,Expected rate
25,5,1,Equally Competitive & Non-Competitive,50% to 75%,Current rate,Expected rate,Optimum rate,Expected rate
26,42,2,Equally Competitive & Non-Competitive,Equal,Expected rate,Expected rate,Optimum rate,Expected rate
27,14,2,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
28,39,6,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
29,18,3,Equally Competitive & Non-Competitive,50% to 75%,Expected rate,Expected rate,Optimum rate,Expected rate
30,34,3,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
31,14,1,Competitive,Equal,Current rate,Current rate,Optimum rate,Current rate
32,55,3,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
33,38,2,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
34,12,7,Competitive,50% to 75%,Optimum rate,Current rate,Optimum rate,Optimum rate
35,16,7,Equally Competitive & Non-Competitive,<50%,Optimum rate,Expected rate,Current rate,Expected rate
36,29,3,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
37,55,0,Non-Competitive,<50%,Current rate,Optimum rate,Current rate,Current rate
38,10,7,Equally Competitive & Non-Competitive,76% to 99%,Optimum rate,Expected rate,Optimum rate,Optimum rate
39,19,4,Competitive,76% to 99%,Expected rate,Current rate,Optimum rate,Expected rate
40,64,5,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
41,28,8,Equally Competitive & Non-Competitive,<50%,Optimum rate,Expected rate,Current rate,Expected rate
42,46,2,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
43,17,1,Non-Competitive,<50%,Current rate,Optimum rate,Current rate,Current rate
44,17,3,Equally Competitive & Non-Competitive,50% to 75%,Expected rate,Expected rate,Optimum rate,Expected rate
45,34,0,Equally Competitive & Non-Competitive,50% to 75%,Current rate,Expected rate,Optimum rate,Expected rate
46,7,6,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
47,65,1,Competitive,50% to 75%,Current rate,Current rate,Optimum rate,Current rate
48,38,3,Equally Competitive & Non-Competitive,50% to 75%,Expected rate,Expected rate,Optimum rate,Expected rate
49,30,1,Equally Competitive & Non-Competitive,50% to 75%,Current rate,Expected rate,Optimum rate,Expected rate
50,17,3,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
51,27,4,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
52,29,3,Equally Competitive & Non-Competitive,Equal,Expected rate,Expected rate,Optimum rate,Expected rate
53,18,2,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
54,29,2,Competitive,76% to 99%,Expected rate,Current rate,Optimum rate,Expected rate
55,59,3,Equally Competitive & Non-Competitive,50% to 75%,Expected rate,Expected rate,Optimum rate,Expected rate
56,17,1,Equally Competitive & Non-Competitive,50% to 75%,Current rate,Expected rate,Optimum rate,Expected rate
57,31,4,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
58,56,9,Competitive,Equal,Optimum rate,Current rate,Optimum rate,Optimum rate
59,53,1,Competitive,50% to 75%,Current rate,Current rate,Optimum rate,Current rate
60,55,2,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
61,12,3,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
62,28,2,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
63,48,2,Equally Competitive & Non-Competitive,76% to 99%,Expected rate,Expected rate,Optimum rate,Expected rate
64,47,4,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
65,34,1,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
66,61,3,Non-Competitive,76% to 99%,Expected rate,Optimum rate,Optimum rate,Optimum rate
67,41,5,Equally Competitive & Non-Competitive,50% to 75%,Expected rate,Expected rate,Optimum rate,Expected rate
68,47,2,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
69,54,8,Equally Competitive & Non-Competitive,50% to 75%,Optimum rate,Expected rate,Optimum rate,Optimum rate
70,44,2,Non-Competitive,76% to 99%,Expected rate,Optimum rate,Optimum rate,Optimum rate
71,56,2,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
72,61,6,Equally Competitive & Non-Competitive,76% to 99%,Expected rate,Expected rate,Optimum rate,Expected rate
73,54,6,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
74,59,9,Competitive,50% to 75%,Optimum rate,Current rate,Optimum rate,Optimum rate
75,60,2,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
76,40,1,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
77,64,1,Equally Competitive & Non-Competitive,50% to 75%,Current rate,Expected rate,Optimum rate,Expected rate
78,53,6,Competitive,Equal,Expected rate,Current rate,Optimum rate,Expected rate
79,48,5,Competitive,76% to 99%,Expected rate,Current rate,Optimum rate,Expected rate
80,44,4,Non-Competitive,76% to 99%,Expected rate,Optimum rate,Optimum rate,Optimum rate
81,40,0,Competitive,50% to 75%,Current rate,Current rate,Optimum rate,Current rate
82,64,2,Non-Competitive,50% to 75%,Expected rate,Optimum rate,Optimum rate,Optimum rate
83,4,1,Competitive,50% to 75%,Current rate,Current rate,Optimum rate,Current rate
