,Age,Role Models,Competitiveness,Access compared to Male counterparts,Role Model category,Competitiveness category,Access Category,Participation rate
0,61,6,Non-Competitive,<50%,Medium,Medium,Low,Low
1,51,9,Non-Competitive,50% to 100%,High,Medium,Medium,Medium
2,42,8,Competitive,<50%,High,Low,Low,Low
3,5,3,Non-Competitive,50% to 100%,Medium,Medium,Medium,Medium
4,29,9,Competitive,Equal,High,Low,High,Low
5,18,1,Non-Competitive,Equal,Low,Medium,High,Low
6,17,10,Competitive,50% to 100%,High,Low,Medium,Low
7,6,3,Non-Competitive,<50%,Medium,Medium,Low,Low
8,61,10,Competitive,<50%,High,Low,Low,Low
9,51,4,Competitive,<50%,Medium,Low,Low,Low
10,56,2,Non-Competitive,<50%,Medium,Medium,Low,Low
11,35,5,Competitive,<50%,Medium,Low,Low,Low
12,41,6,Competitive,50% to 100%,Medium,Low,Medium,Low
13,52,9,Non-Competitive,50% to 100%,High,Medium,Medium,Medium
14,51,8,Non-Competitive,50% to 100%,High,Medium,Medium,Medium
15,52,7,Competitive,<50%,High,Low,Low,Low
16,28,1,Competitive,<50%,Low,Low,Low,Low
17,29,1,Competitive,50% to 100%,Low,Low,Medium,Low
18,23,0,Competitive,<50%,Low,Low,Low,Low
19,30,1,Non-Competitive,50% to 100%,Low,Medium,Medium,Low
20,11,0,Non-Competitive,<50%,Low,Medium,Low,Low
21,51,8,Competitive,<50%,High,Low,Low,Low
22,37,6,Non-Competitive,50% to 100%,Medium,Medium,Medium,Medium
23,47,1,Competitive,<50%,Low,Low,Low,Low
24,54,7,Competitive,50% to 100%,High,Low,Medium,Low
25,63,9,Competitive,<50%,High,Low,Low,Low
26,20,7,Non-Competitive,50% to 100%,High,Medium,Medium,Medium
27,31,4,Non-Competitive,Equal,Medium,Medium,High,Medium
28,22,0,Non-Competitive,50% to 100%,Low,Medium,Medium,Low
29,64,8,Non-Competitive,50% to 100%,High,Medium,Medium,Medium
30,47,7,Non-Competitive,50% to 100%,High,Medium,Medium,Medium
31,20,7,Competitive,50% to 100%,High,Low,Medium,Low
32,7,3,Competitive,50% to 100%,Medium,Low,Medium,Low
33,55,10,Competitive,<50%,High,Low,Low,Low
34,38,3,Non-Competitive,<50%,Medium,Medium,Low,Low
35,51,7,Competitive,<50%,High,Low,Low,Low
36,32,3,Competitive,<50%,Medium,Low,Low,Low
37,22,8,Non-Competitive,<50%,High,Medium,Low,Low
38,40,4,Competitive,<50%,Medium,Low,Low,Low
39,40,6,Competitive,50% to 100%,Medium,Low,Medium,Low
40,28,7,Competitive,<50%,High,Low,Low,Low
41,11,0,Non-Competitive,<50%,Low,Medium,Low,Low
42,46,2,Non-Competitive,<50%,Medium,Medium,Low,Low
43,30,1,Competitive,<50%,Low,Low,Low,Low
44,51,0,Non-Competitive,50% to 100%,Low,Medium,Medium,Low
45,39,3,Non-Competitive,<50%,Medium,Medium,Low,Low
46,53,2,Competitive,<50%,Medium,Low,Low,Low
47,53,7,Competitive,<50%,High,Low,Low,Low
48,65,2,Competitive,<50%,Medium,Low,Low,Low
49,8,2,Non-Competitive,<50%,Medium,Medium,Low,Low
50,23,7,Competitive,50% to 100%,High,Low,Medium,Low
51,42,3,Non-Competitive,<50%,Medium,Medium,Low,Low
52,6,9,Non-Competitive,<50%,High,Medium,Low,Low
53,5,4,Competitive,<50%,Medium,Low,Low,Low
54,48,0,Competitive,<50%,Low,Low,Low,Low
55,61,9,Competitive,Equal,High,Low,High,Low
56,48,9,Competitive,<50%,High,Low,Low,Low
57,16,9,Non-Competitive,<50%,High,Medium,Low,Low
58,59,10,Non-Competitive,50% to 100%,High,Medium,Medium,Medium
59,22,5,Competitive,<50%,Medium,Low,Low,Low
60,15,0,Competitive,<50%,Low,Low,Low,Low
61,29,4,Non-Competitive,<50%,Medium,Medium,Low,Low
62,33,4,Non-Competitive,<50%,Medium,Medium,Low,Low
63,15,4,Competitive,Equal,Medium,Low,High,Low
64,64,5,Competitive,<50%,Medium,Low,Low,Low
65,50,5,Competitive,50% to 100%,Medium,Low,Medium,Low
66,18,7,Non-Competitive,50% to 100%,High,Medium,Medium,Medium
67,13,2,Competitive,<50%,Medium,Low,Low,Low
68,34,5,Non-Competitive,<50%,Medium,Medium,Low,Low
69,56,8,Non-Competitive,50% to 100%,High,Medium,Medium,Medium
70,52,9,Non-Competitive,50% to 100%,High,Medium,Medium,Medium
71,16,7,Competitive,<50%,High,Low,Low,Low
72,42,8,Non-Competitive,50% to 100%,High,Medium,Medium,Medium
73,8,8,Non-Competitive,<50%,High,Medium,Low,Low
74,14,2,Non-Competitive,50% to 100%,Medium,Medium,Medium,Medium
75,45,9,Non-Competitive,Equal,High,Medium,High,High
76,60,5,Competitive,<50%,Medium,Low,Low,Low
77,36,3,Non-Competitive,Equal,Medium,Medium,High,Medium
78,22,5,Non-Competitive,<50%,Medium,Medium,Low,Low
79,65,4,Non-Competitive,Equal,Medium,Medium,High,Medium
80,18,2,Non-Competitive,<50%,Medium,Medium,Low,Low
81,56,0,Competitive,<50%,Low,Low,Low,Low
82,50,3,Non-Competitive,Equal,Medium,Medium,High,Medium
83,47,10,Non-Competitive,50% to 100%,High,Medium,Medium,Medium
84,31,1,Competitive,<50%,Low,Low,Low,Low
85,40,8,Competitive,<50%,High,Low,Low,Low
86,42,5,Competitive,50% to 100%,Medium,Low,Medium,Low
87,16,1,Competitive,50% to 100%,Low,Low,Medium,Low
88,56,5,Non-Competitive,<50%,Medium,Medium,Low,Low
89,27,10,Non-Competitive,<50%,High,Medium,Low,Low
90,47,5,Competitive,50% to 100%,Medium,Low,Medium,Low
91,24,10,Competitive,50% to 100%,High,Low,Medium,Low
92,39,3,Non-Competitive,50% to 100%,Medium,Medium,Medium,Medium
93,50,7,Competitive,<50%,High,Low,Low,Low
94,26,3,Competitive,Equal,Medium,Low,High,Low
95,55,4,Competitive,50% to 100%,Medium,Low,Medium,Low
96,25,8,Non-Competitive,50% to 100%,High,Medium,Medium,Medium
97,38,8,Non-Competitive,<50%,High,Medium,Low,Low
98,45,4,Competitive,<50%,Medium,Low,Low,Low
99,63,10,Competitive,Equal,High,Low,High,Low
