,Age,Role Models,Competitiveness,Access compared to Male counterparts,Role Model category,Competitiveness category,Access Category,Participation rate
0,15,4,Competitive,50% to 100%,Medium,Low,Medium,Low
1,22,1,Competitive,<50%,Low,Low,Low,Low
2,25,8,Competitive,Equal,High,Low,High,Low
3,56,8,Competitive,<50%,High,Low,Low,Low
4,20,7,Competitive,<50%,High,Low,Low,Low
5,61,3,Competitive,<50%,Medium,Low,Low,Low
6,50,8,Competitive,<50%,High,Low,Low,Low
7,4,6,Non-Competitive,<50%,Medium,Medium,Low,Low
8,55,10,Competitive,<50%,High,Low,Low,Low
9,48,1,Competitive,<50%,Low,Low,Low,Low
10,17,0,Competitive,50% to 100%,Low,Low,Medium,Low
11,47,5,Competitive,<50%,Medium,Low,Low,Low
12,51,8,Competitive,50% to 100%,High,Low,Medium,Low
13,58,10,Competitive,<50%,High,Low,Low,Low
14,46,1,Competitive,<50%,Low,Low,Low,Low
15,49,0,Non-Competitive,<50%,Low,Medium,Low,Low
16,50,0,Non-Competitive,<50%,Low,Medium,Low,Low
17,49,2,Competitive,<50%,Medium,Low,Low,Low
18,36,1,Competitive,<50%,Low,Low,Low,Low
19,53,8,Non-Competitive,<50%,High,Medium,Low,Low
20,64,8,Competitive,50% to 100%,High,Low,Medium,Low
21,37,8,Competitive,<50%,High,Low,Low,Low
22,55,7,Competitive,50% to 100%,High,Low,Medium,Low
23,17,2,Non-Competitive,<50%,Medium,Medium,Low,Low
24,19,5,Non-Competitive,<50%,Medium,Medium,Low,Low
25,41,0,Competitive,<50%,Low,Low,Low,Low
26,35,4,Non-Competitive,<50%,Medium,Medium,Low,Low
27,34,0,Competitive,<50%,Low,Low,Low,Low
28,32,3,Competitive,<50%,Medium,Low,Low,Low
29,17,9,Competitive,50% to 100%,High,Low,Medium,Low
30,54,3,Competitive,<50%,Medium,Low,Low,Low
31,20,4,Competitive,<50%,Medium,Low,Low,Low
32,12,10,Competitive,<50%,High,Low,Low,Low
33,15,10,Competitive,<50%,High,Low,Low,Low
34,52,7,Competitive,<50%,High,Low,Low,Low
35,22,0,Competitive,<50%,Low,Low,Low,Low
36,48,6,Competitive,Equal,Medium,Low,High,Low
37,42,8,Competitive,<50%,High,Low,Low,Low
38,40,0,Non-Competitive,<50%,Low,Medium,Low,Low
39,34,6,Competitive,<50%,Medium,Low,Low,Low
40,6,4,Competitive,<50%,Medium,Low,Low,Low
41,22,4,Competitive,<50%,Medium,Low,Low,Low
42,64,6,Competitive,<50%,Medium,Low,Low,Low
43,18,2,Competitive,<50%,Medium,Low,Low,Low
44,11,1,Competitive,50% to 100%,Low,Low,Medium,Low
45,46,9,Competitive,<50%,High,Low,Low,Low
46,36,4,Non-Competitive,<50%,Medium,Medium,Low,Low
47,4,7,Non-Competitive,<50%,High,Medium,Low,Low
48,34,0,Non-Competitive,<50%,Low,Medium,Low,Low
49,55,8,Competitive,<50%,High,Low,Low,Low
