,Age,Role Models,Competitiveness,Access compared to Male counterparts,Role Model category,Competitiveness category,Access Category,Participation rate
0,11,4,Non-Competitive,<50%,Medium,Medium,Low,Medium
1,65,6,Competitive,50% to 100%,Medium,Low,Medium,Medium
2,15,2,Non-Competitive,<50%,Medium,Medium,Low,Medium
3,28,6,Competitive,<50%,Medium,Low,Low,Low
4,63,1,Competitive,50% to 100%,Low,Low,Medium,Low
5,64,1,Non-Competitive,50% to 100%,Low,Medium,Medium,Medium
6,4,2,Non-Competitive,50% to 100%,Medium,Medium,Medium,Medium
7,29,6,Competitive,50% to 100%,Medium,Low,Medium,Medium
8,22,7,Competitive,<50%,High,Low,Low,Low
9,21,1,Non-Competitive,Equal,Low,Medium,High,Medium
10,39,3,Competitive,<50%,Medium,Low,Low,Low
11,4,0,Non-Competitive,<50%,Low,Medium,Low,Low
12,17,9,Competitive,<50%,High,Low,Low,Low
13,57,1,Non-Competitive,50% to 100%,Low,Medium,Medium,Medium
14,23,9,Non-Competitive,<50%,High,Medium,Low,Medium
15,40,6,Non-Competitive,<50%,Medium,Medium,Low,Medium
16,25,1,Non-Competitive,<50%,Low,Medium,Low,Low
17,52,2,Non-Competitive,<50%,Medium,Medium,Low,Medium
18,27,4,Non-Competitive,<50%,Medium,Medium,Low,Medium
19,32,2,Competitive,<50%,Medium,Low,Low,Low
20,64,5,Competitive,50% to 100%,Medium,Low,Medium,Medium
21,8,9,Non-Competitive,50% to 100%,High,Medium,Medium,Medium
22,10,2,Non-Competitive,50% to 100%,Medium,Medium,Medium,Medium
23,32,2,Competitive,50% to 100%,Medium,Low,Medium,Medium
24,64,8,Competitive,50% to 100%,High,Low,Medium,Medium
25,57,8,Non-Competitive,<50%,High,Medium,Low,Medium
26,50,3,Competitive,<50%,Medium,Low,Low,Low
27,59,4,Non-Competitive,50% to 100%,Medium,Medium,Medium,Medium
28,7,5,Non-Competitive,50% to 100%,Medium,Medium,Medium,Medium
29,41,5,Competitive,50% to 100%,Medium,Low,Medium,Medium
30,65,1,Non-Competitive,<50%,Low,Medium,Low,Low
31,56,3,Competitive,50% to 100%,Medium,Low,Medium,Medium
