,Age,Role Models,Competitiveness,Access compared to Male counterparts,Role Model category,Competitiveness category,Access Category,Participation rate
0,65,1,Competitive,50% to 100%,Low,Low,Medium,Low
1,46,10,Competitive,<50%,High,Low,Low,Low
2,27,6,Non-Competitive,<50%,Medium,Medium,Low,Low
3,62,0,Competitive,50% to 100%,Low,Low,Medium,Low
4,34,6,Competitive,<50%,Medium,Low,Low,Low
5,34,0,Competitive,<50%,Low,Low,Low,Low
6,57,10,Non-Competitive,50% to 100%,High,Medium,Medium,Medium
7,13,3,Non-Competitive,<50%,Medium,Medium,Low,Low
8,11,10,Competitive,Equal,High,Low,High,Low
9,13,3,Non-Competitive,50% to 100%,Medium,Medium,Medium,Medium
10,49,2,Competitive,<50%,Medium,Low,Low,Low
11,43,3,Non-Competitive,50% to 100%,Medium,Medium,Medium,Medium
12,16,8,Non-Competitive,<50%,High,Medium,Low,Low
13,60,3,Competitive,<50%,Medium,Low,Low,Low
14,31,8,Non-Competitive,50% to 100%,High,Medium,Medium,Medium
15,55,9,Non-Competitive,50% to 100%,High,Medium,Medium,Medium
16,21,6,Competitive,50% to 100%,Medium,Low,Medium,Low
17,47,4,Non-Competitive,Equal,Medium,Medium,High,Medium
18,62,0,Non-Competitive,50% to 100%,Low,Medium,Medium,Low
19,47,10,Non-Competitive,<50%,High,Medium,Low,Low
20,34,2,Competitive,50% to 100%,Medium,Low,Medium,Low
21,31,2,Competitive,<50%,Medium,Low,Low,Low
22,40,5,Competitive,50% to 100%,Medium,Low,Medium,Low
23,52,7,Non-Competitive,<50%,High,Medium,Low,Low
24,9,4,Non-Competitive,50% to 100%,Medium,Medium,Medium,Medium
25,59,8,Non-Competitive,50% to 100%,High,Medium,Medium,Medium
26,58,9,Competitive,50% to 100%,High,Low,Medium,Low
27,39,3,Non-Competitive,<50%,Medium,Medium,Low,Low
28,61,9,Competitive,50% to 100%,High,Low,Medium,Low
29,34,6,Competitive,50% to 100%,Medium,Low,Medium,Low
30,14,1,Non-Competitive,<50%,Low,Medium,Low,Low
31,19,3,Competitive,Equal,Medium,Low,High,Low
32,14,0,Competitive,50% to 100%,Low,Low,Medium,Low
33,41,5,Non-Competitive,<50%,Medium,Medium,Low,Low
34,37,1,Competitive,50% to 100%,Low,Low,Medium,Low
35,57,4,Non-Competitive,50% to 100%,Medium,Medium,Medium,Medium
36,20,5,Non-Competitive,<50%,Medium,Medium,Low,Low
37,25,9,Non-Competitive,<50%,High,Medium,Low,Low
38,56,6,Competitive,50% to 100%,Medium,Low,Medium,Low
39,44,8,Non-Competitive,50% to 100%,High,Medium,Medium,Medium
40,28,3,Competitive,50% to 100%,Medium,Low,Medium,Low
41,42,0,Non-Competitive,<50%,Low,Medium,Low,Low
42,64,0,Competitive,50% to 100%,Low,Low,Medium,Low
43,31,2,Competitive,50% to 100%,Medium,Low,Medium,Low
44,34,5,Non-Competitive,<50%,Medium,Medium,Low,Low
45,43,8,Competitive,Equal,High,Low,High,Low
46,7,5,Competitive,<50%,Medium,Low,Low,Low
47,54,7,Non-Competitive,<50%,High,Medium,Low,Low
48,20,10,Competitive,50% to 100%,High,Low,Medium,Low
49,39,8,Non-Competitive,<50%,High,Medium,Low,Low
50,49,5,Competitive,Equal,Medium,Low,High,Low
51,31,9,Competitive,Equal,High,Low,High,Low
52,37,1,Non-Competitive,50% to 100%,Low,Medium,Medium,Low
53,44,7,Competitive,<50%,High,Low,Low,Low
54,57,8,Competitive,<50%,High,Low,Low,Low
55,18,8,Non-Competitive,<50%,High,Medium,Low,Low
56,26,3,Competitive,50% to 100%,Medium,Low,Medium,Low
57,10,4,Non-Competitive,Equal,Medium,Medium,High,Medium
58,48,1,Non-Competitive,50% to 100%,Low,Medium,Medium,Low
59,9,0,Non-Competitive,<50%,Low,Medium,Low,Low
60,22,9,Non-Competitive,Equal,High,Medium,High,High
61,45,0,Non-Competitive,<50%,Low,Medium,Low,Low
62,6,1,Competitive,<50%,Low,Low,Low,Low
63,28,4,Competitive,50% to 100%,Medium,Low,Medium,Low
64,8,8,Competitive,<50%,High,Low,Low,Low
65,38,7,Competitive,<50%,High,Low,Low,Low
66,25,3,Non-Competitive,<50%,Medium,Medium,Low,Low
67,42,0,Non-Competitive,Equal,Low,Medium,High,Low
68,55,2,Competitive,<50%,Medium,Low,Low,Low
69,7,7,Non-Competitive,50% to 100%,High,Medium,Medium,Medium
70,64,10,Competitive,<50%,High,Low,Low,Low
71,32,7,Non-Competitive,Equal,High,Medium,High,High
72,64,5,Competitive,Equal,Medium,Low,High,Low
73,57,1,Non-Competitive,50% to 100%,Low,Medium,Medium,Low
74,48,10,Competitive,<50%,High,Low,Low,Low
75,61,8,Non-Competitive,<50%,High,Medium,Low,Low
76,59,4,Competitive,<50%,Medium,Low,Low,Low
77,33,8,Non-Competitive,<50%,High,Medium,Low,Low
78,38,4,Competitive,50% to 100%,Medium,Low,Medium,Low
79,63,3,Competitive,<50%,Medium,Low,Low,Low
80,29,7,Competitive,Equal,High,Low,High,Low
81,18,9,Competitive,<50%,High,Low,Low,Low
82,6,3,Non-Competitive,Equal,Medium,Medium,High,Medium
83,30,4,Non-Competitive,<50%,Medium,Medium,Low,Low
84,58,5,Competitive,50% to 100%,Medium,Low,Medium,Low
85,43,1,Non-Competitive,50% to 100%,Low,Medium,Medium,Low
86,32,10,Competitive,50% to 100%,High,Low,Medium,Low
87,52,5,Non-Competitive,50% to 100%,Medium,Medium,Medium,Medium
88,57,9,Competitive,<50%,High,Low,Low,Low
89,41,4,Non-Competitive,<50%,Medium,Medium,Low,Low
90,44,7,Competitive,50% to 100%,High,Low,Medium,Low
91,43,2,Non-Competitive,<50%,Medium,Medium,Low,Low
92,14,2,Non-Competitive,<50%,Medium,Medium,Low,Low
93,37,9,Competitive,<50%,High,Low,Low,Low
94,64,2,Non-Competitive,50% to 100%,Medium,Medium,Medium,Medium
95,57,1,Non-Competitive,<50%,Low,Medium,Low,Low
96,19,5,Non-Competitive,<50%,Medium,Medium,Low,Low
97,20,7,Competitive,<50%,High,Low,Low,Low
98,10,8,Non-Competitive,<50%,High,Medium,Low,Low
99,18,4,Non-Competitive,<50%,Medium,Medium,Low,Low
